beam_height,beam_length,fillet_size,beam_width,modal_frequency_1,modal_frequency_2,modal_frequency_3,modal_frequency_4,max_deformation,max_stress 
5.0,14.2,0.1,0.8,203.17322474606766,786.9803094115717,801.3945590368099,1278.6639370186374,0.062117785215377815,1.7247405604651536
5.0,15.6,0.1,0.8,184.7055184285748,715.6912034764727,757.1772144194608,1025.5373166212225,0.07576874643564224,1.6987509802708474
5.0,17.0,0.1,0.8,170.8251231879831,641.9597227270425,706.7926990041636,914.1578747558702,0.08874166756868362,1.652661063343975
8.0,10.0,0.1,0.8,325.10795408533914,1299.7530602449046,1345.875533447427,1773.347854233792,0.024127837270498276,1.3299068238790115
8.0,11.4,0.1,0.8,279.5007760170005,1220.032054564069,1230.2326666506656,1691.1918529466288,0.03263324871659279,1.6136108413911205
8.0,12.8,0.1,0.8,244.24804678866377,1119.5630504619992,1168.909949904028,1556.8213782280604,0.04285842552781105,1.5923303918283431
8.0,14.2,0.1,0.8,216.33124448736092,1034.2308899561558,1114.8879985437513,1398.3771426226094,0.05472226440906525,1.6503983691948052
8.0,15.6,0.1,0.8,196.72475212431772,952.7757096450432,1060.1653819899927,1225.99259470499,0.0664096251130104,1.5871393133068856
8.0,17.0,0.1,0.8,181.4654775598573,861.7054460880566,988.2673063303336,1085.6548340755885,0.07816540449857712,1.4766344538320597
11.0,10.0,0.1,0.8,339.82794597059416,1512.3867397321394,1532.6618813902037,1735.1898010726188,0.022105373442173004,1.2516132474637953
11.0,11.4,0.1,0.8,291.58256041280094,1386.584544030268,1457.9761920766873,1680.2796230882411,0.029913578182458878,1.3089661386406175
11.0,12.8,0.1,0.8,256.90124587868854,1269.905105616708,1387.4248129891807,1560.1653873225177,0.038674961775541306,1.3418221935284966
11.0,14.2,0.1,0.8,230.02546013202144,1182.394811332286,1327.819885999467,1429.229800229335,0.048329632729291916,1.3307919437974756
11.0,15.6,0.1,0.8,207.51762581597015,1098.0639416822596,1261.2585519922882,1267.7449473832696,0.05957692116498947,1.4155837479668745
11.0,17.0,0.1,0.8,188.321606437993,1002.397354495337,1110.6410300214725,1181.897372094947,0.07239994406700134,1.4737603779693376
14.0,10.0,0.1,0.8,358.2599715440107,1593.0968557046103,1677.7370999128361,1693.1260852997705,0.019948000088334084,1.333143471301969
14.0,11.4,0.1,0.8,309.8211754875571,1466.7165521139596,1611.4770609948298,1625.12417736942,0.026589712128043175,1.296497092840071
14.0,12.8,0.1,0.8,268.4333238625903,1350.4337525257647,1526.4132896548274,1535.0305302496217,0.03547756001353264,1.35374778427713
